date,persons_involved,killed,injured,county,pedestrian_involved,accident_type,light_conditions
2013-12-01 00:00:00,3,0,1,Jõgeva maakond,0,Kokkupõrge,Valge aeg
2013-01-13 19:59:00,1,0,1,Tartu maakond,0,Ühesõidukiõnnetus,Pimeda aeg
2013-01-14 15:39:00,2,0,1,Võru maakond,1,Muu liiklusõnnetus,Valge aeg
2013-01-14 17:45:00,2,0,1,Tartu maakond,0,Kokkupõrge,Pimeda aeg
2013-01-16 08:10:00,2,0,3,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-01-16 14:00:00,2,0,1,Tartu maakond,1,Jalakäijaõnnetus,Valge aeg
2013-09-01 00:00:00,1,0,1,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-10-01 00:00:00,1,0,1,Tartu maakond,1,Jalakäijaõnnetus,Valge aeg
2013-01-18 16:23:00,2,0,1,Põlva maakond,1,Jalakäijaõnnetus,Valge aeg
2013-01-19 15:35:00,2,0,1,Viljandi maakond,0,Kokkupõrge,Valge aeg
2013-01-19 21:42:00,2,0,3,Tartu maakond,0,Kokkupõrge,Pimeda aeg
2013-01-21 12:25:00,0,0,1,Tartu maakond,0,Ühesõidukiõnnetus,Valge aeg
2013-01-21 15:10:00,1,0,4,Valga maakond,0,Ühesõidukiõnnetus,Valge aeg
2013-01-23 21:30:00,3,0,2,Võru maakond,1,Kokkupõrge,Pimeda aeg
2013-01-24 09:32:00,2,0,1,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-01-26 00:11:00,1,0,1,Tartu maakond,0,Kokkupõrge,Pimeda aeg
2013-01-26 18:26:00,2,0,1,Põlva maakond,1,Jalakäijaõnnetus,Pimeda aeg
2013-01-30 17:23:00,2,0,1,Tartu maakond,1,Jalakäijaõnnetus,Pimeda aeg
2013-09-02 00:00:00,1,0,2,Tartu maakond,0,Ühesõidukiõnnetus,Pimeda aeg
2013-10-02 00:00:00,1,0,1,Jõgeva maakond,0,Ühesõidukiõnnetus,Pimeda aeg
2013-11-02 00:00:00,3,0,2,Tartu maakond,1,Kokkupõrge,Valge aeg
2013-02-13 15:40:00,1,0,1,Tartu maakond,1,Jalakäijaõnnetus,Valge aeg
2013-02-16 09:55:00,2,0,1,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-02-18 09:20:00,2,0,1,Viljandi maakond,0,Kokkupõrge,Valge aeg
2013-02-19 11:28:00,3,0,1,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-02-19 15:30:00,2,0,1,Viljandi maakond,0,Kokkupõrge,Valge aeg
2013-02-20 10:55:00,2,0,1,Viljandi maakond,0,Kokkupõrge,Valge aeg
2013-02-21 03:27:00,0,0,1,Tartu maakond,0,Ühesõidukiõnnetus,Pimeda aeg
2013-02-21 15:15:00,2,0,3,Võru maakond,0,Kokkupõrge,Valge aeg
2013-02-25 13:20:00,3,0,1,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-02-26 22:28:00,2,1,0,Viljandi maakond,1,Jalakäijaõnnetus,Pimeda aeg
2013-01-03 00:00:00,2,0,1,Tartu maakond,1,Jalakäijaõnnetus,Pimeda aeg
2013-05-03 00:00:00,2,0,1,Tartu maakond,1,Jalakäijaõnnetus,Valge aeg
2013-02-22 15:10:00,0,0,1,Tartu maakond,0,Muu liiklusõnnetus,Valge aeg
2013-02-25 09:00:00,1,0,1,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-09-03 00:00:00,2,0,1,Võru maakond,1,Jalakäijaõnnetus,Valge aeg
2013-09-03 00:00:00,2,0,2,Tartu maakond,1,Jalakäijaõnnetus,Valge aeg
2013-09-03 00:00:00,2,0,1,Valga maakond,1,Jalakäijaõnnetus,Pimeda aeg
2013-07-03 00:00:00,1,0,1,Tartu maakond,1,Jalakäijaõnnetus,Valge aeg
2013-11-03 00:00:00,2,0,3,Viljandi maakond,0,Ühesõidukiõnnetus,Valge aeg
2013-03-14 12:14:00,2,0,1,Tartu maakond,1,Jalakäijaõnnetus,Valge aeg
2013-03-14 22:22:00,1,0,1,Tartu maakond,0,Ühesõidukiõnnetus,Pimeda aeg
2013-03-15 08:43:00,2,0,1,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-03-15 12:33:00,2,0,1,Tartu maakond,1,Jalakäijaõnnetus,Valge aeg
2013-01-30 07:25:00,0,0,1,Tartu maakond,0,Ühesõidukiõnnetus,Valge aeg
2013-03-16 15:25:00,1,0,1,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-03-16 16:18:00,2,0,1,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-03-18 16:01:00,2,0,1,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-03-18 16:45:00,1,0,1,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-03-22 08:00:00,1,0,1,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-03-25 07:40:00,2,0,1,Viljandi maakond,0,Kokkupõrge,Valge aeg
2013-03-26 07:35:00,1,0,1,Tartu maakond,1,Jalakäijaõnnetus,Valge aeg
2013-03-27 17:57:00,1,0,1,Tartu maakond,0,Ühesõidukiõnnetus,Valge aeg
2013-03-28 10:19:00,2,0,1,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-03-30 18:35:00,2,0,2,Võru maakond,0,Kokkupõrge,Valge aeg
2013-01-04 00:00:00,2,0,1,Tartu maakond,1,Jalakäijaõnnetus,Valge aeg
2013-03-25 01:00:00,1,0,1,Tartu maakond,0,Ühesõidukiõnnetus,Pimeda aeg
2013-03-04 00:00:00,2,0,1,Tartu maakond,1,Jalakäijaõnnetus,Valge aeg
2013-05-04 00:00:00,2,1,0,Valga maakond,0,Kokkupõrge,Valge aeg
2013-05-04 00:00:00,1,0,1,Tartu maakond,0,Jalakäijaõnnetus,Valge aeg
2013-06-04 00:00:00,1,0,1,Tartu maakond,0,Ühesõidukiõnnetus,Valge aeg
2013-06-04 00:00:00,2,0,1,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-06-04 00:00:00,2,0,3,Jõgeva maakond,0,Kokkupõrge,Valge aeg
2013-06-04 00:00:00,1,0,1,Tartu maakond,0,Ühesõidukiõnnetus,Pimeda aeg
2013-10-04 00:00:00,1,0,1,Võru maakond,0,Ühesõidukiõnnetus,Valge aeg
2013-12-04 00:00:00,2,0,1,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-12-04 00:00:00,2,0,1,Tartu maakond,1,Jalakäijaõnnetus,Valge aeg
2013-04-15 10:15:00,2,0,3,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-10-04 00:00:00,2,0,1,Tartu maakond,1,Jalakäijaõnnetus,Valge aeg
2013-04-16 07:40:00,3,0,1,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-04-17 15:11:00,2,0,1,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-04-18 14:37:00,2,0,1,Valga maakond,0,Kokkupõrge,Valge aeg
2013-04-20 01:26:00,3,0,2,Tartu maakond,1,Jalakäijaõnnetus,Pimeda aeg
2013-04-20 07:15:00,1,0,3,Tartu maakond,0,Ühesõidukiõnnetus,Valge aeg
2013-04-21 18:58:00,1,0,4,Tartu maakond,0,Muu liiklusõnnetus,Valge aeg
2013-04-22 11:34:00,2,0,1,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-04-22 13:56:00,1,0,2,Tartu maakond,0,Ühesõidukiõnnetus,Valge aeg
2013-04-23 07:55:00,1,0,1,Tartu maakond,0,Muu liiklusõnnetus,Valge aeg
2013-04-24 13:37:00,1,0,2,Põlva maakond,0,Ühesõidukiõnnetus,Valge aeg
2013-04-24 18:40:00,1,0,1,Võru maakond,0,Ühesõidukiõnnetus,Valge aeg
2013-04-27 03:33:00,1,0,2,Viljandi maakond,0,Ühesõidukiõnnetus,Pimeda aeg
2013-04-27 10:50:00,2,0,1,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-04-27 11:59:00,2,0,1,Tartu maakond,1,Jalakäijaõnnetus,Valge aeg
2013-04-27 13:30:00,2,0,1,Võru maakond,0,Ühesõidukiõnnetus,Valge aeg
2013-04-28 08:06:00,1,0,1,Tartu maakond,0,Ühesõidukiõnnetus,Valge aeg
2013-04-29 17:10:00,1,0,1,Võru maakond,0,Ühesõidukiõnnetus,Valge aeg
2013-04-30 04:17:00,1,1,1,Põlva maakond,0,Ühesõidukiõnnetus,Pimeda aeg
2013-04-30 14:05:00,2,0,3,Võru maakond,0,Kokkupõrge,Valge aeg
2013-01-05 00:00:00,2,0,1,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-01-05 00:00:00,1,0,1,Põlva maakond,0,Kokkupõrge,Valge aeg
2013-04-05 00:00:00,1,0,2,Tartu maakond,0,Ühesõidukiõnnetus,Pimeda aeg
2013-05-05 00:00:00,2,0,2,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-05-05 00:00:00,1,0,1,Tartu maakond,0,Ühesõidukiõnnetus,Pimeda aeg
2013-03-25 16:00:00,1,0,1,Tartu maakond,1,Jalakäijaõnnetus,Valge aeg
2013-08-05 00:00:00,2,1,2,Tartu maakond,0,Kokkupõrge,Pimeda aeg
2013-10-05 00:00:00,2,0,3,Võru maakond,0,Kokkupõrge,Pimeda aeg
2013-11-05 00:00:00,0,0,2,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-11-05 00:00:00,3,0,1,Viljandi maakond,0,Kokkupõrge,Valge aeg
2013-12-05 00:00:00,5,0,1,Jõgeva maakond,0,Ühesõidukiõnnetus,Valge aeg
2013-03-16 11:45:00,1,0,1,Tartu maakond,1,Jalakäijaõnnetus,Valge aeg
2013-05-14 09:22:00,2,0,1,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-05-14 13:13:00,2,0,1,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-05-14 17:40:00,1,0,1,Valga maakond,0,Ühesõidukiõnnetus,Valge aeg
2013-05-16 07:45:00,2,0,1,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-05-16 19:05:00,0,1,0,Võru maakond,0,Kokkupõrge,Valge aeg
2013-05-17 07:50:00,2,0,1,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-04-23 16:00:00,2,0,1,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-05-17 13:43:00,2,0,1,Viljandi maakond,1,Jalakäijaõnnetus,Valge aeg
2013-05-17 15:21:00,2,0,1,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-05-18 12:30:00,1,0,1,Põlva maakond,0,Ühesõidukiõnnetus,Valge aeg
2013-05-18 14:48:00,1,1,0,Jõgeva maakond,0,Ühesõidukiõnnetus,Valge aeg
2013-05-20 08:00:00,2,0,1,Jõgeva maakond,1,Jalakäijaõnnetus,Valge aeg
2013-05-15 15:00:00,1,0,1,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-09-05 00:00:00,1,0,1,Tartu maakond,0,Ühesõidukiõnnetus,Valge aeg
2013-05-21 16:57:00,2,0,1,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-10-05 00:00:00,1,0,1,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-05-22 11:12:00,3,0,2,Viljandi maakond,0,Kokkupõrge,Valge aeg
2013-05-23 08:50:00,1,0,1,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-05-23 20:15:00,0,0,3,Tartu maakond,0,Ühesõidukiõnnetus,Valge aeg
2013-05-25 04:16:00,1,0,2,Tartu maakond,0,Ühesõidukiõnnetus,Valge aeg
2013-05-25 09:29:00,2,0,1,Tartu maakond,1,Jalakäijaõnnetus,Valge aeg
2013-05-25 17:21:00,3,0,1,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-05-25 20:20:00,1,0,2,Põlva maakond,0,Ühesõidukiõnnetus,Pimeda aeg
2013-05-26 23:05:00,1,1,0,Põlva maakond,0,Ühesõidukiõnnetus,Pimeda aeg
2013-05-17 19:10:00,1,0,1,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-05-27 16:41:00,2,1,1,Viljandi maakond,0,Kokkupõrge,Valge aeg
2013-05-28 19:55:00,2,0,2,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-05-30 02:34:00,3,0,3,Jõgeva maakond,0,Ühesõidukiõnnetus,Pimeda aeg
2013-05-23 17:50:00,1,0,1,Tartu maakond,1,Jalakäijaõnnetus,Valge aeg
2013-05-30 18:30:00,2,0,2,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-05-27 19:10:00,1,0,1,Tartu maakond,0,Ühesõidukiõnnetus,Valge aeg
2013-05-31 18:13:00,2,0,1,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-02-06 00:00:00,2,0,1,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-01-05 00:00:00,1,0,1,Tartu maakond,0,Ühesõidukiõnnetus,Valge aeg
2013-05-24 13:30:00,1,0,1,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-04-06 00:00:00,2,0,1,Viljandi maakond,0,Muu liiklusõnnetus,Valge aeg
2013-04-06 00:00:00,2,0,1,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-05-06 00:00:00,2,0,1,Viljandi maakond,0,Muu liiklusõnnetus,Valge aeg
2013-06-06 00:00:00,2,0,1,Tartu maakond,1,Muu liiklusõnnetus,Valge aeg
2013-06-06 00:00:00,3,1,5,Jõgeva maakond,0,Kokkupõrge,Valge aeg
2013-09-06 00:00:00,2,0,2,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-10-06 00:00:00,2,0,1,Võru maakond,0,Kokkupõrge,Valge aeg
2013-11-06 00:00:00,1,0,1,Võru maakond,0,Ühesõidukiõnnetus,Valge aeg
2013-01-06 00:00:00,1,0,1,Tartu maakond,0,Ühesõidukiõnnetus,Valge aeg
2013-05-06 00:00:00,2,0,1,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-06-13 11:38:00,1,0,5,Tartu maakond,0,Ühesõidukiõnnetus,Valge aeg
2013-06-15 01:18:00,1,1,0,Tartu maakond,0,Ühesõidukiõnnetus,Pimeda aeg
2013-06-15 06:59:00,1,0,2,Võru maakond,0,Ühesõidukiõnnetus,Valge aeg
2013-06-15 11:22:00,2,0,1,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-06-15 16:05:00,1,0,1,Viljandi maakond,0,Ühesõidukiõnnetus,Valge aeg
2013-06-15 17:30:00,1,0,1,Valga maakond,0,Ühesõidukiõnnetus,Valge aeg
2013-06-15 23:56:00,0,0,1,Jõgeva maakond,0,Ühesõidukiõnnetus,Pimeda aeg
2013-06-16 00:25:00,1,1,3,Võru maakond,0,Ühesõidukiõnnetus,Pimeda aeg
2013-06-16 08:41:00,1,0,2,Põlva maakond,0,Ühesõidukiõnnetus,Valge aeg
2013-06-16 12:05:00,1,0,1,Valga maakond,0,Ühesõidukiõnnetus,Valge aeg
2013-06-17 11:47:00,2,0,2,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-06-18 18:34:00,2,1,2,Põlva maakond,0,Kokkupõrge,Valge aeg
2013-06-19 09:40:00,2,0,1,Jõgeva maakond,0,Kokkupõrge,Valge aeg
2013-08-06 00:00:00,1,0,1,Tartu maakond,1,Jalakäijaõnnetus,Valge aeg
2013-06-21 10:56:00,2,0,1,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-06-15 15:10:00,1,0,1,Põlva maakond,0,Ühesõidukiõnnetus,Valge aeg
2013-06-23 13:50:00,2,0,1,Viljandi maakond,0,Ühesõidukiõnnetus,Valge aeg
2013-06-24 01:23:00,2,0,1,Tartu maakond,1,Ühesõidukiõnnetus,Pimeda aeg
2013-06-24 03:50:00,2,0,1,Viljandi maakond,0,Kokkupõrge,Valge aeg
2013-06-18 14:30:00,1,0,1,Põlva maakond,0,Ühesõidukiõnnetus,Valge aeg
2013-06-15 13:30:00,1,0,1,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-06-25 18:29:00,2,0,1,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-10-06 00:00:00,1,0,1,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-06-28 13:25:00,2,0,2,Võru maakond,0,Kokkupõrge,Valge aeg
2013-06-29 05:15:00,1,0,2,Põlva maakond,0,Ühesõidukiõnnetus,Valge aeg
2013-06-29 13:55:00,1,0,1,Viljandi maakond,0,Muu liiklusõnnetus,Valge aeg
2013-06-30 10:15:00,2,0,1,Viljandi maakond,0,Kokkupõrge,Valge aeg
2013-04-07 00:00:00,1,0,1,Jõgeva maakond,0,Ühesõidukiõnnetus,Valge aeg
2013-05-07 00:00:00,2,0,1,Tartu maakond,1,Jalakäijaõnnetus,Valge aeg
2013-06-07 00:00:00,2,0,1,Võru maakond,1,Jalakäijaõnnetus,Valge aeg
2013-06-07 00:00:00,2,0,3,Võru maakond,0,Kokkupõrge,Valge aeg
2013-06-07 00:00:00,1,0,4,Tartu maakond,0,Ühesõidukiõnnetus,Pimeda aeg
2013-07-07 00:00:00,1,0,1,Jõgeva maakond,0,Muu liiklusõnnetus,Pimeda aeg
2013-07-07 00:00:00,1,0,1,Võru maakond,1,Jalakäijaõnnetus,Pimeda aeg
2013-07-07 00:00:00,1,0,1,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-08-07 00:00:00,2,0,1,Tartu maakond,1,Jalakäijaõnnetus,Valge aeg
2013-08-07 00:00:00,1,1,1,Tartu maakond,0,Ühesõidukiõnnetus,Valge aeg
2013-09-07 00:00:00,2,0,1,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-09-07 00:00:00,2,0,3,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-11-07 00:00:00,2,0,1,Tartu maakond,0,Muu liiklusõnnetus,Valge aeg
2013-11-07 00:00:00,2,0,1,Jõgeva maakond,0,Kokkupõrge,Valge aeg
2013-12-07 00:00:00,1,0,1,Valga maakond,0,Ühesõidukiõnnetus,Valge aeg
2013-12-07 00:00:00,2,0,1,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-07-13 19:55:00,1,0,1,Jõgeva maakond,0,Ühesõidukiõnnetus,Valge aeg
2013-07-13 21:35:00,1,0,1,Jõgeva maakond,0,Ühesõidukiõnnetus,Valge aeg
2013-07-14 02:15:00,1,0,1,Tartu maakond,0,Ühesõidukiõnnetus,Pimeda aeg
2013-07-14 20:13:00,2,1,0,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-07-15 07:58:00,2,0,1,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-06-18 22:00:00,1,0,1,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-07-17 05:04:00,1,0,3,Põlva maakond,0,Ühesõidukiõnnetus,Valge aeg
2013-07-18 15:30:00,2,0,1,Võru maakond,0,Muu liiklusõnnetus,Valge aeg
2013-07-20 17:19:00,2,0,1,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-07-21 11:05:00,1,0,1,Põlva maakond,0,Ühesõidukiõnnetus,Valge aeg
2013-07-23 14:00:00,2,1,2,Võru maakond,0,Kokkupõrge,Valge aeg
2013-07-25 14:59:00,2,0,1,Tartu maakond,1,Jalakäijaõnnetus,Valge aeg
2013-07-25 15:43:00,1,0,1,Võru maakond,0,Ühesõidukiõnnetus,Valge aeg
2013-12-07 00:00:00,0,0,1,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-07-26 16:03:00,2,0,1,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-07-26 21:35:00,1,0,1,Valga maakond,0,Ühesõidukiõnnetus,Valge aeg
2013-07-27 00:20:00,1,0,1,Valga maakond,0,Kokkupõrge,Pimeda aeg
2013-07-27 14:56:00,2,0,2,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-07-28 10:00:00,1,0,1,Viljandi maakond,0,Muu liiklusõnnetus,Valge aeg
2013-07-28 10:51:00,2,0,1,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-07-28 18:44:00,1,0,1,Tartu maakond,0,Ühesõidukiõnnetus,Valge aeg
2013-07-30 16:31:00,2,0,1,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-07-31 13:40:00,1,0,1,Jõgeva maakond,0,Ühesõidukiõnnetus,Valge aeg
2013-01-08 00:00:00,2,0,1,Põlva maakond,0,Kokkupõrge,Valge aeg
2013-02-08 00:00:00,1,0,1,Tartu maakond,0,Ühesõidukiõnnetus,Pimeda aeg
2013-02-08 00:00:00,2,0,2,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-03-08 00:00:00,1,0,3,Võru maakond,0,Ühesõidukiõnnetus,Valge aeg
2013-04-08 00:00:00,1,0,1,Tartu maakond,1,Jalakäijaõnnetus,Valge aeg
2013-05-08 00:00:00,2,0,1,Lääne-Viru maakond,0,Kokkupõrge,Valge aeg
2013-05-08 00:00:00,2,0,1,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-06-08 00:00:00,1,0,1,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-06-08 00:00:00,1,0,1,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-07-08 00:00:00,2,0,1,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-03-08 00:00:00,1,0,1,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-09-08 00:00:00,3,0,1,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-10-08 00:00:00,1,0,1,Põlva maakond,0,Ühesõidukiõnnetus,Valge aeg
2013-10-08 00:00:00,1,0,1,Võru maakond,0,Ühesõidukiõnnetus,Valge aeg
2013-10-08 00:00:00,2,0,1,Võru maakond,0,Kokkupõrge,Valge aeg
2013-10-08 00:00:00,2,0,1,Viljandi maakond,0,Kokkupõrge,Pimeda aeg
2013-10-08 00:00:00,2,0,3,Tartu maakond,0,Kokkupõrge,Pimeda aeg
2013-11-08 00:00:00,2,0,1,Viljandi maakond,0,Ühesõidukiõnnetus,Valge aeg
2013-11-08 00:00:00,1,0,1,Põlva maakond,0,Ühesõidukiõnnetus,Valge aeg
2013-11-08 00:00:00,2,0,2,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-11-08 00:00:00,1,0,1,Tartu maakond,0,Ühesõidukiõnnetus,Pimeda aeg
2013-06-08 00:00:00,1,0,1,Tartu maakond,0,Ühesõidukiõnnetus,Valge aeg
2013-08-16 08:30:00,1,0,2,Võru maakond,0,Ühesõidukiõnnetus,Valge aeg
2013-08-16 15:19:00,2,0,2,Jõgeva maakond,0,Kokkupõrge,Valge aeg
2013-08-18 20:07:00,1,1,0,Tartu maakond,0,Ühesõidukiõnnetus,Valge aeg
2013-08-19 13:43:00,2,0,1,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-08-21 14:20:00,2,0,1,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-08-19 17:38:00,1,0,1,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-08-24 11:45:00,2,0,2,Põlva maakond,0,Kokkupõrge,Valge aeg
2013-08-24 19:30:00,2,0,1,Viljandi maakond,0,Kokkupõrge,Valge aeg
2013-08-25 13:39:00,3,0,2,Põlva maakond,0,Kokkupõrge,Valge aeg
2013-08-26 18:15:00,2,0,1,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-08-27 18:55:00,2,0,1,Viljandi maakond,0,Muu liiklusõnnetus,Valge aeg
2013-08-28 12:15:00,2,0,2,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-08-29 01:10:00,2,0,1,Tartu maakond,1,Jalakäijaõnnetus,Pimeda aeg
2013-08-30 08:01:00,1,0,1,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-08-30 15:15:00,1,0,1,Jõgeva maakond,0,Ühesõidukiõnnetus,Valge aeg
2013-08-30 21:58:00,1,1,0,Tartu maakond,1,Jalakäijaõnnetus,Pimeda aeg
2013-08-31 11:30:00,2,0,1,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-01-09 00:00:00,1,0,1,Tartu maakond,0,Ühesõidukiõnnetus,Pimeda aeg
2013-02-09 00:00:00,1,0,1,Põlva maakond,0,Ühesõidukiõnnetus,Valge aeg
2013-03-09 00:00:00,1,0,2,Viljandi maakond,0,Ühesõidukiõnnetus,Valge aeg
2013-04-09 00:00:00,1,0,1,Põlva maakond,0,Ühesõidukiõnnetus,Valge aeg
2013-12-07 00:00:00,1,0,2,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-05-09 00:00:00,2,0,1,Valga maakond,0,Kokkupõrge,Valge aeg
2013-05-09 00:00:00,2,0,1,Tartu maakond,1,Jalakäijaõnnetus,Valge aeg
2013-06-09 00:00:00,1,0,1,Tartu maakond,0,Ühesõidukiõnnetus,Valge aeg
2013-09-09 00:00:00,1,0,1,Tartu maakond,1,Jalakäijaõnnetus,Pimeda aeg
2013-06-09 00:00:00,2,0,2,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-11-09 00:00:00,2,0,1,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-10-05 00:00:00,1,0,1,Tartu maakond,0,Ühesõidukiõnnetus,Valge aeg
2013-02-09 00:00:00,1,0,1,Tartu maakond,1,Jalakäijaõnnetus,Valge aeg
2013-12-09 00:00:00,2,0,1,Jõgeva maakond,0,Kokkupõrge,Valge aeg
2013-09-13 17:13:00,2,0,1,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-09-13 17:26:00,2,0,1,Jõgeva maakond,0,Kokkupõrge,Valge aeg
2013-09-13 21:10:00,1,0,1,Valga maakond,0,Muu liiklusõnnetus,Pimeda aeg
2013-09-13 22:56:00,2,0,2,Viljandi maakond,0,Kokkupõrge,Pimeda aeg
2013-09-14 08:25:00,1,1,1,Tartu maakond,0,Ühesõidukiõnnetus,Valge aeg
2013-09-14 14:31:00,2,0,2,Võru maakond,0,Kokkupõrge,Valge aeg
2013-09-14 17:25:00,2,0,1,Viljandi maakond,0,Jalakäijaõnnetus,Valge aeg
2013-09-14 23:20:00,1,1,0,Jõgeva maakond,0,Ühesõidukiõnnetus,Pimeda aeg
2013-09-15 17:56:00,2,0,2,Tartu maakond,0,Ühesõidukiõnnetus,Valge aeg
2013-09-18 09:00:00,1,0,1,Jõgeva maakond,0,Kokkupõrge,Valge aeg
2013-09-18 11:10:00,2,0,1,Tartu maakond,1,Jalakäijaõnnetus,Valge aeg
2013-09-18 11:20:00,2,0,2,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-09-19 14:55:00,2,0,1,Valga maakond,0,Kokkupõrge,Valge aeg
2013-09-19 17:20:00,2,0,1,Tartu maakond,0,Ühesõidukiõnnetus,Valge aeg
2013-09-21 10:42:00,2,0,1,Jõgeva maakond,0,Kokkupõrge,Valge aeg
2013-09-21 16:00:00,2,0,1,Võru maakond,1,Jalakäijaõnnetus,Valge aeg
2013-09-23 08:16:00,2,0,1,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-09-24 09:20:00,2,0,1,Tartu maakond,1,Jalakäijaõnnetus,Valge aeg
2013-09-25 10:29:00,2,0,1,Valga maakond,0,Kokkupõrge,Valge aeg
2013-09-26 12:44:00,2,0,1,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-09-27 10:15:00,2,0,1,Võru maakond,0,Kokkupõrge,Valge aeg
2013-09-29 02:43:00,1,0,1,Põlva maakond,0,Ühesõidukiõnnetus,Pimeda aeg
2013-09-29 19:30:00,2,0,1,Viljandi maakond,0,Kokkupõrge,Pimeda aeg
2013-09-30 21:57:00,1,0,1,Tartu maakond,0,Kokkupõrge,Pimeda aeg
2013-02-10 00:00:00,2,0,1,Tartu maakond,1,Jalakäijaõnnetus,Valge aeg
2013-04-10 00:00:00,2,0,1,Tartu maakond,0,Kokkupõrge,Valge aeg
2013-04-10 00:00:00,2,0,1,Valga maakond,0,Kokkupõrge,Valge aeg
2013-04-10 00:00:00,1,0,1,Viljandi maakond,0,Ühesõidukiõnnetus,Pimeda aeg
